edward norton
jack nicholson
rock hudson
katherine hepburn
universal horror
prison movie
john wayne
based on a cartoon
seth green
classic
marx brothers
billy wilder
based on a cartoon
ethel barrymoore
comic book adaption
julianne moore
johnny depp
peter frampton
john leguizamo
leslie neilsen
rosanne
bruce campbell
marx brothers
harrison ford
james stewart
kate winslet
cary grant
mel brooks
highly quotable
disney
screwball comedy
disney
angela lansbury
toby maquire
quinten tarantino
john landis
disney
bruce campbell
martin landau
claude rains
chris kattan
steven spielberg
christopher lloyd
cary grant
edward james olmos
disney
german expressionism
warren beatty
hitchcock
william holden
edward james olmos
matt damon
jodie foster
cary grant
seth green
disney
robert zemeckis
frank sinatra
john hughes
party
uma thurman
cary grant
robert rodriguiz
hitchcock
john landis
zero mostel
steve martin
based on a cartoon
holocaust film
bette davis
bruce willis
cary grant
cary grant
chevy chase
william holden
errol flynn
edward james olmos
john hughes
jodie foster
christopher lloyd
drew barrymore
disney
jackie chan
harrison ford
working women
christopher lloyd
highly quotable
disney
heath ledger
kristen dunst
nicole kidman
disney
highly quotable
james stewart
marilyn monroe
disney
woody allen
julie andrews
ingrid bergman
renee zellweger
john landis
gregory peck
gene wilder
kirsten dunst
albert brooks
bee gees
oscar (best supporting actor)
cary grant
cary grant
bruce campbell
jackie chan
chaplin
marlene dietrich
based on a book
highly quotable
will smith
frank sinatra
john barrymore
highly quotable
simon pegg
ida lupino
katherine hepburn
seth green
ben affleck
madeline kahn
disney
christopher lloyd
tim burton
steve martin
bette davis
gene wilder
disney
helen hunt
chaplin
katherine hepburn
robert zemeckis
luke wilson
disney
coen brothers
holly hunter
william hurt
based on a cartoon
will smith
hitchcock
james l brooks
chaplin
julie andrews
tim curry
buster keaton
buster keaton
jim carrey
colin firth
scott baio
mel brooks
latino/latina
sidney poitier
frank sinatra
jackie chan
mel brooks
marilyn monroe
barbara stanwyck
morgan freeman
cary grant
harold lloyd
mae west
john landis
john hughes
muscial
disney
preston sturges
julia roberts
katherine hepburn
steve martin
barbara stanwyck
wc fields
oliva de havilland
marx brothers
tim robbins
jodie foster
disney
frank sinatra
seth green
gene kelly
drugs
holly hunter
terry gilliam
aerosmith
cary grant
clark gable
fay wray
audrey hepburn
john astin
disney
gladiator
richard gere
buster keaton
tim burton
disney
queer cinema
gary cooper
shirley temple
ingrid bergman
shirley temple
audrey hepburn
highly quotable
remake
bette davis
mark ruffalo
cary grant
sam raimi
dennis quaid
james l brooks
bette davis
peter lorre
robert downey jr
billy crystal
katherine hepburn
highly quotable
disney
errol flynn
cher
terry gilliam
sam raimi
heath ledger
john landis
louise brooks
julia roberts
hugh grant
reese whitherspoon
disney
michael j fox
classic
clark gable
alice cooper
howard hawkes
mel brooks
ethan embry
gilda radner
humphrey bogart
barbara striesand
agnes moorehead
john hughes
spenser tracy
audrey hepburn
robert rodriguez
harold lloyd
screwball comedy
seth green
based on a book
steve martin
highly quotable
disney
buster keaton
gene wilder
jodie foster
hitchcock
heath ledger
disney
john landis
james stewart
disney
marx brothers
audrey hepburn
humphrey bogart
robert zemeckis
robert rodriguez
nora ephron
bob hoskins
shirley temple
robert rodriguez
sam raimi
disney
steven speilberg
gene wilder
hitchcock
jake gyllenhaal
polly shore
filmed in palmdale
chaplin
disney
edgar wright
bruce campbell
marlene dietrich
gene kelly
silent
david fincher
disney
tim burton
judy garland
homosexuality
greta garbo
will ferrell
katherine hepburn
steve martin
james stewart
vivian leigh
carol lombard
preston sturges
faye dunaway
matthew broderick
harrison ford
mel brooks
ashley judd
grace kelly
robert rodriguiz
cary grant
william holden
disney
christopher walken
clara bow
stopmotion special effects
ed wood
martin short
bette davis
cary grant
woody allen
buster keaton
barbara stanywick
highly quotable
william holden
katherine hepburn
tim burton
bruce campbell
disney
classic
steve martin
highly quotable
ronald reagan
jane fonda
buster keaton
disney
audrey hepburn
cary grant
devin sawa
ricki lake
screwball comedy
cary grant
greta garbo
disney
martin short
bruce campbell
steve martin
liam neeson
jim carrey
disney
jessica lange
buster keaton
disney
based on a book
bruce campbell
brendan fraiser
cary grant
rita hayworth
shirley mcclaine
gregory peck
coen brothers
highly quotable
johnny depp
richard pryor
swashbuckler
hugh grant
classic
disney
harrison ford
tom cruise
john leguizamo
marilyn monroe
matthew broderick
highly quotable
george clooney
spenser tracy
based on a cartoon
harrison ford
highly quotable
kevin klein
robert rodriguez
katherine hepburn
based on a cartoon
fred astaire
harold lloyd
robert zemeckis
heath ledger
sophia loren
jack nicholson
highly quotable
jackie chan
robert rodriguiz
marlene dietrich
ida lupino
bette davis
christmas
buster keaton
julia stiles
terry gilliam
highly quotable
lon chaney
fred astaire
james stewart
cher
nicole kidman
lily tomlin
ben foster
terry gilliam
adrian brody
tim allen
randolph scott
katherine hepburn
howard hawkes
elizabeth taylor
